PDB,mutated_pdb,mutated_conflicts,conflicted_pdb,all_conflicts
3L4R,False,,True,"INITIATINGMETHIONINE, EXPRESSIONTAG"
3NX2,False,,True,SEEREMARK999
3NX1,False,,True,SEEREMARK999
4UU3,False,,False,
4UU2,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3MBT,True,ENGINEERED,True,"ENGINEERED, EXPRESSIONTAG"
5GGE,False,,False,
5GKB,False,,False,
3O22,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4A60,False,,True,EXPRESSIONTAG
2XST,False,,True,EXPRESSIONTAG
4ORR,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3O19,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4OS3,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4ORS,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
2HZQ,True,ENGINEERED,True,"ENGINEERED, MODIFIEDRESIDUE, EXPRESSIONTAG"
3O2Y,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
2HZR,True,ENGINEERED,True,"ENGINEERED, MODIFIEDRESIDUE, EXPRESSIONTAG"
5WY9,False,,True,"INITIATINGMETHIONINE, EXPRESSIONTAG"
4ORU,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4ORX,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4IMO,False,,True,EXPRESSIONTAG
5N4P,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4ORW,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4OS8,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
5N4M,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4IMN,False,,True,EXPRESSIONTAG
4OS0,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4ES7,False,,True,EXPRESSIONTAG
5N4Q,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4ORY,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3IA8,False,,False,
3NR3,False,,True,EXPRESSIONTAG
2WWP,False,,False,
3QKG,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
4R0B,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
4RUN,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
5T43,True,CONFLICT,True,CONFLICT
3PPT,False,,True,EXPRESSIONTAG
3PP6,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
2N93,False,,False,
2FLJ,False,,True,INITIATINGMETHIONINE
2CZT,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED"
2CZU,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED"
2RQ0,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED"
2KTD,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
2E4J,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED"
3FIQ,False,,False,
2L5P,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
5BVT,False,,False,
5XN9,False,,True,EXPRESSIONTAG
5XNA,False,,True,EXPRESSIONTAG
4XME,False,,False,
4XMC,False,,False,
4XMF,False,,False,
4XMD,False,,False,
5M6K,False,,True,VARIANT
5M6J,False,,True,VARIANT
4XMG,False,,False,
4GE1,False,,True,INITIATINGMETHIONINE
4GET,False,,True,INITIATINGMETHIONINE
4HFO,True,CONFLICT,True,CONFLICT
5EZ2,False,,False,
5F6Z,False,,False,
5F1E,False,,False,
2RA6,True,ENGINEERED,True,"INITIATINGMETHIONINE, ENGINEERED"
2R74,True,ENGINEERED,True,"INITIATINGMETHIONINE, ENGINEERED"
2R73,True,ENGINEERED,True,"INITIATINGMETHIONINE, ENGINEERED"
3ELX,False,,True,EXPRESSIONTAG
3ELZ,False,,True,EXPRESSIONTAG
3EM0,False,,True,EXPRESSIONTAG
1NQN,True,ENGINEERED,True,"SEEREMARK999, ENGINEERED"
2CAM,True,ENGINEERED,True,ENGINEERED
1LDO,True,CONFLICT,True,CONFLICT
1RAV,False,,False,
4U46,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT"
1IJ8,False,,True,SEEREMARK999
1LDQ,True,CONFLICT,True,CONFLICT
2AVI,True,CONFLICT,True,CONFLICT
1AVD,False,,True,SEEREMARK999
5CHK,True,CONFLICT,True,CONFLICT
1AVE,False,,True,SEEREMARK999
1LEL,True,CONFLICT,True,CONFLICT
5LUR,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
2F01,False,,False,
1LUQ,True,ENGINEERED,True,ENGINEERED
2GH7,False,,False,
1SWU,True,ENGINEERED,True,ENGINEERED
4CPE,False,,False,
3RY2,False,,False,
2G5L,False,,False,
1RXJ,False,,True,SEEREMARK999
4CPF,False,,False,
3RY1,False,,False,
1MK5,False,,False,
2RTM,False,,False,
3WYP,False,,False,
4IRW,False,,True,EXPRESSIONTAG
2RTQ,False,,False,
2RTA,False,,False,
2RTG,False,,False,
2RTJ,False,,False,
2RTI,False,,False,
1DF8,True,ENGINEERED,True,ENGINEERED
2IZB,False,,False,
4Y59,False,,False,
2RTF,False,,False,
2RTL,False,,False,
2RTE,False,,False,
4BX5,True,"ENGINEEREDMUTATION, DELETION, INSERTION",True,"ENGINEEREDMUTATION, DELETION, INSERTION"
1VWL,False,,False,
1VWG,False,,False,
1VWK,False,,False,
1VWJ,False,,False,
1VWH,False,,False,
2RTP,False,,False,
2RTB,False,,False,
1VWE,False,,False,
1VWR,False,,False,
1VWI,False,,False,
2IZJ,False,,False,
1SRI,False,,False,
2IZK,False,,False,
2RTC,False,,False,
2RTR,False,,False,
2RTH,False,,False,
1KL3,True,ENGINEERED,True,"INITIATINGMET, ENGINEERED"
2RTD,False,,False,
1VWM,False,,False,
2IZH,False,,False,
2RTO,False,,False,
1SWH,False,,True,SUBSTITUTION
2IZG,False,,False,
1KL4,True,ENGINEERED,True,"INITIATINGMET, ENGINEERED"
1RXK,True,ENGINEERED,True,"SEEREMARK999, ENGINEERED"
1RSU,False,,False,
1SLF,False,,False,
1SRG,False,,False,
1VWO,False,,False,
1MEP,True,ENGINEERED,True,ENGINEERED
1SRE,False,,False,
1RST,False,,False,
1KL5,True,ENGINEERED,True,"INITIATINGMET, ENGINEERED"
1NQM,True,ENGINEERED,True,ENGINEERED
1SRJ,False,,False,
2IZC,False,,False,
1VWQ,False,,False,
1VWP,False,,False,
1HQQ,False,,False,
1SLG,False,,False,
1SWC,False,,False,
1VWD,False,,False,
1HXZ,False,,False,
1SWA,False,,False,
1SWB,False,,False,
1VWB,False,,False,
2IZA,False,,False,
2RTK,False,,False,
1HXL,False,,False,
1VWC,False,,False,
2IZL,False,,False,
1KFF,True,ENGINEERED,True,"INITIATINGMET, ENGINEERED"
1SWQ,False,,True,SUBSTITUTION
2IZI,False,,False,
1VWF,False,,False,
1VWA,False,,False,
1STR,False,,False,
1N9Y,True,ENGINEERED,True,ENGINEERED
1PTS,False,,False,
1SWR,False,,True,SUBSTITUTION
1N43,True,ENGINEERED,True,ENGINEERED
1LCZ,False,,False,
1SWO,False,,True,SUBSTITUTION
1VWN,False,,False,
2IZF,False,,False,
1SRF,False,,False,
2IZE,False,,False,
1SWL,False,,True,SUBSTITUTION
1SWE,False,,False,
1STS,False,,False,
1SWK,False,,True,SUBSTITUTION
1N9M,True,ENGINEERED,True,ENGINEERED
1SWS,True,ENGINEERED,True,ENGINEERED
1SWJ,False,,True,SUBSTITUTION
2IZD,False,,False,
1SLE,False,,False,
1HY2,False,,False,
1SWT,True,ENGINEERED,True,ENGINEERED
5TO2,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
1SWD,False,,False,
1LCW,False,,False,
2RTN,False,,False,
1LCV,False,,False,
1NBX,True,ENGINEERED,True,ENGINEERED
1SWN,False,,True,SUBSTITUTION
1SRH,False,,False,
1I9H,False,,False,
1NC9,True,ENGINEERED,True,ENGINEERED
1SWP,False,,True,SUBSTITUTION
1NDJ,True,ENGINEERED,True,ENGINEERED
1SLD,False,,False,
1N7Y,True,ENGINEERED,True,ENGINEERED
1STP,False,,False,
1N4J,True,ENGINEERED,True,ENGINEERED
1RXH,True,ENGINEERED,True,ENGINEERED
1MOY,True,"DELETION, INSERTION",True,"DELETION, INSERTION"
1MM9,True,"DELETION, INSERTION",True,"DELETION, INSERTION"
1SWG,True,"CONFLICT, INSERTION",True,"CONFLICT, INSERTION"
1SWF,False,,False,
1Y55,True,ENGINEERED,True,ENGINEERED
2FHL,False,,True,CLONINGARTIFACT
2OF8,True,ENGINEERED,True,ENGINEERED
2OFB,True,ENGINEERED,True,ENGINEERED
1Y53,True,ENGINEERED,True,ENGINEERED
2FHN,True,ENGINEERED,True,"ENGINEERED, CLONINGARTIFACT"
1WBI,False,,False,
2OF9,True,ENGINEERED,True,ENGINEERED
1VYO,False,,False,
2OFA,True,ENGINEERED,True,ENGINEERED
1Y52,True,ENGINEERED,True,ENGINEERED
3VGW,False,,False,
4BCS,False,,False,
4JHQ,False,,True,SEEREMARK999
3VHI,False,,False,
3VHH,False,,False,
4I60,False,,True,SEEREMARK999
5IRU,True,CONFLICT,True,CONFLICT
3VHM,False,,False,
2A8G,False,,True,VARIANT
2A5B,False,,True,VARIANT
5IRW,True,CONFLICT,True,CONFLICT
5HLM,False,,False,
2A5C,False,,True,VARIANT
3MM0,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED"
3FDC,True,CONFLICT,True,"VARIANT, CONFLICT"
2MF6,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3WYQ,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4GDA,False,,True,LINKER
3WZP,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3RDO,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
2Y3F,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3X00,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
2Y3E,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
5B5F,False,,False,
4Y5D,False,,False,
3RDU,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3T6F,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3RDS,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
2BC3,False,,True,T7-TAG
3T6L,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3MG5,True,ENGINEERED,True,ENGINEERED
3WZN,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4CPI,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
4YVB,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
3RDM,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4BX6,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
3RE6,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
2WPU,False,,True,EXPRESSIONTAG
3PK2,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
5WBD,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4GJS,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
5WBB,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4GD9,False,,True,"EXPRESSIONTAG, LINKER"
5WBA,False,,True,EXPRESSIONTAG
5B5G,False,,False,
5IRA,False,,False,
4CPH,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
3WZO,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3WZQ,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3RE5,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
5N8T,False,,False,
3RDQ,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
6ANX,False,,True,EXPRESSIONTAG
2QCB,True,ENGINEERED,True,"T7-TAG, ENGINEERED"
3RDX,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
5F2B,True,ENGINEEREDMUTATION,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION"
4JNJ,False,,False,
4GJV,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
5CSE,True,ENGINEEREDMUTATION,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION"
4DNE,True,ENGINEEREDMUTATION,True,ENGINEEREDMUTATION
5JD2,False,,False,
4BX7,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4EKV,True,ENGINEEREDMUTATION,True,"SEEREMARK999, ENGINEEREDMUTATION"
4OKA,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
4GGZ,False,,True,EXPRESSIONTAG
4GGT,False,,True,EXPRESSIONTAG
4GGR,False,,True,EXPRESSIONTAG
4BBO,False,,False,
2Y32,False,,False,
2C1S,False,,False,
2C1Q,False,,False,
4Z2O,False,,False,
4Z27,False,,False,
4Z2V,False,,False,
4Z2P,False,,False,
4Z28,False,,False,
4Z6J,False,,False,
2ZSC,False,,False,
3SZH,False,,True,EXPRESSIONTAG
3T2X,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
3SZI,False,,True,EXPRESSIONTAG
3SZJ,False,,True,EXPRESSIONTAG
3T2W,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
2UYW,False,,False,
2UZ2,False,,False,
4BJ8,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT"
1SMP,True,CONFLICT,True,CONFLICT
1JIW,False,,False,
1OH1,False,,False,
1NYC,False,,True,"CLONINGARTIFACT, SEEREMARK999"
1QWX,True,CONFLICT,True,CONFLICT
1PXV,True,ENGINEERED,True,"CLONINGARTIFACT, EXPRESSIONTAG, ENGINEERED, SEEREMARK999"
1Y4H,False,,True,CLONINGARTIFACT
1EI5,False,,False,
1JJU,False,,False,
1PBY,False,,True,MODIFIEDRESIDUE
1JMX,False,,False,
1JMZ,False,,False,
3PDF,True,CONFLICT,True,"CONFLICT, EXPRESSIONTAG"
1Y0G,False,,False,
1WUB,False,,False,
1UF6,False,,False,
5IXG,False,,False,
3HPE,False,,True,VARIANT
2GTL,True,CONFLICT,True,CONFLICT
2F09,False,,True,"CLONINGARTIFACT, EXPRESSIONTAG"
1A1X,False,,False,
1QTU,False,,False,
1QTT,False,,False,
1JSG,False,,False,
1JNP,True,ENGINEERED,True,ENGINEERED
1XQM,False,,True,CHROMOPHORE
2HPW,False,,False,
3ADF,True,CONFLICT,True,"EXPRESSIONTAG, CHROMOPHORE, CONFLICT"
4GF6,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
2AWK,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
2HFC,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED"
2HJO,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
4KAG,True,"INSERTION, ENGINEEREDMUTATION, DELETION, CONFLICT",True,"INSERTION, ENGINEEREDMUTATION, CHROMOPHORE, DELETION, CONFLICT"
4J8A,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, SEEREMARK999"
2QZ0,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
2FZU,True,ENGINEERED,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, ENGINEERED, SEEREMARK999"
1OXD,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
4GES,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, EXPRESSIONTAG"
1OXE,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3LA1,True,ENGINEERED,True,"EXPRESSIONTAG, SEEREMARK999, ENGINEERED, CHROMOPHORE"
2G6E,True,ENGINEERED,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
4EUL,True,"ENGINEEREDMUTATION, CONFLICT",True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, CONFLICT"
2HCG,True,ENGINEERED,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
3CB9,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
4L1I,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
3CD1,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
3DQ7,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
1KYP,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE,SEEREMARK999"
2HRS,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
4LQT,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
3W1C,True,"ENGINEEREDMUTATION, INSERTION",True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION, INSERTION"
2QT2,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
3I19,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, SEEREMARK999, ENGINEEREDMUTATION, CHROMOPHORE"
1Q4E,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3SRY,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
1KYS,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE,SEEREMARK999"
5OXA,True,"ENGINEEREDMUTATION, CONFLICT",True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, CONFLICT"
1QYF,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
2H6V,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
1KYR,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE,SEEREMARK999"
3ST0,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
4H48,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, SEEREMARK999, ENGINEEREDMUTATION, CHROMOPHORE"
3CBE,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
1Q4A,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
4XOV,True,CONFLICT,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, CONFLICT, CHROMOPHORE"
3CD9,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
2O24,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
3DQD,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQN,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
4N3D,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
1H6R,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION"
3DQM,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQH,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3W1D,True,"ENGINEEREDMUTATION, INSERTION",True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION, INSERTION"
1S6Z,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
3DQK,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQ9,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQ4,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQU,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQE,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
4XOW,True,CONFLICT,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, CONFLICT, CHROMOPHORE"
3DQI,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
1JBZ,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3DQA,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQF,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3G9A,True,ENGINEERED,True,ENGINEERED
3DPX,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
1Q4B,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3SSH,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
1Q4C,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
4P1Q,True,"CONFLICT, ENGINEEREDMUTATION",True,"EXPRESSIONTAG, CHROMOPHORE, CONFLICT, ENGINEEREDMUTATION"
5OX8,True,"ENGINEEREDMUTATION, CONFLICT",True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, CONFLICT"
3DQO,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3SVB,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
3DQL,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
4EN1,True,ENGINEEREDMUTATION,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION"
2QRF,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
3SVC,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
1Q73,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3GEX,True,ENGINEERED,True,"EXPRESSIONTAG, SEEREMARK999, ENGINEERED, CHROMOPHORE"
3DQ5,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
1Q4D,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3DQC,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
2HGD,True,ENGINEERED,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, CHROMOPHORE, ENGINEERED"
2QU1,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
3DQJ,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQ8,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3SSK,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
3DQ6,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
5OXB,True,"ENGINEEREDMUTATION, CONFLICT",True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, CONFLICT"
3DQ2,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3DQ3,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3SST,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
2FWQ,True,ENGINEERED,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
3DPW,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
2AWJ,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED"
1OXF,False,,True,"CHROMOPHORE,SEEREMA"
2O29,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
1RMO,False,,True,"MODIFIEDRESIDUE, CHROMOPHORE"
5EHU,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
3SSL,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
5DPH,True,ENGINEEREDMUTATION,True,"INITIATINGMETHIONINE, ENGINEEREDMUTATION, CHROMOPHORE"
5DTX,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
1QYO,True,ENGINEERED,True,ENGINEERED
4L13,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
3SVE,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
3SS0,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
2AWM,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
4H47,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, SEEREMARK999, ENGINEEREDMUTATION, CHROMOPHORE"
5J2O,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, SEESEQUENCEDETAILS"
3DPZ,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
3UFZ,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, SEEREMARK999"
5DTZ,True,"ENGINEEREDMUTATION, CONFLICT",True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION, CONFLICT, CHROMOPHORE"
3DQ1,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
5DTY,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
3SV5,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
1EMA,False,,True,CHROMOPHORE
1QYQ,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
